FIPS,DeathAssault,DeathSuicide
39099,469,545
39101,20,141
39103,34,281
39105,17,74
39107,11,65
39109,30,207
39111,Suppressed,45
39113,864,1329
39115,10,40
39117,15,57
39119,55,224
39121,11,33
39123,14,91
39125,Suppressed,34
39127,19,90
39129,21,111
39131,24,64
39133,47,303
39135,18,94
39137,Suppressed,55
39139,74,287
39141,48,209
39143,27,126
39145,87,152
39147,20,112
39149,20,90
39151,256,839
39153,501,1218
39155,212,582
39157,33,184
39159,Suppressed,91
39161,10,49
39163,Suppressed,31
39165,54,353
39167,19,131
39169,42,220
39171,Suppressed,89
39173,29,246
39175,Suppressed,51
40001,40,49
40003,Suppressed,Suppressed
40005,Suppressed,40
40007,Suppressed,21
40009,22,82
40011,Suppressed,32
40013,41,124
40015,38,92
40017,67,298
40019,62,148
40021,44,139
40023,30,53
40025,Suppressed,Suppressed
40027,101,549
40029,11,20
40031,177,302
40033,Suppressed,24
40035,15,50
40037,65,255
40039,18,61
40041,34,132
40043,Suppressed,18
40045,Suppressed,11
40047,34,176
40049,28,109
40051,39,144
40053,Suppressed,17
40055,11,15
40057,Suppressed,Suppressed
40059,Suppressed,Suppressed
40061,15,31
40063,19,37
40065,27,53
40067,Suppressed,24
40069,15,46
40071,36,132
40073,Suppressed,35
40075,13,34
40077,Suppressed,37
40079,63,161
40081,34,109
40083,25,85
40085,Suppressed,29
40087,22,85
40089,67,136
40091,32,79
40093,Suppressed,22
40095,Suppressed,50
40097,38,144
40099,10,56
40101,97,205
40103,Suppressed,23
40105,Suppressed,25
40107,22,27
40109,1199,2015
40111,49,131
40113,35,135
40115,23,129
40117,17,49
40119,33,157
40121,59,176
40123,43,92
40125,66,214
40127,14,48
40129,Suppressed,14
40131,35,199
40133,41,74
40135,44,122
40137,27,143
40139,15,44
40141,Suppressed,22
40143,978,1819
40145,60,191
40147,30,161
40149,Suppressed,32
40151,Suppressed,13
40153,11,54
41001,Suppressed,73
41003,14,176
41005,122,949
41007,13,137
41009,26,165
41011,41,303
41013,Suppressed,74
41015,Suppressed,158
41017,57,497
41019,78,423
41021,Suppressed,Suppressed
41023,Suppressed,36
41025,Suppressed,40
41027,10,41
41029,91,775
41031,30,60
41033,56,335
41035,60,280
41037,Suppressed,36
41039,178,1111
41041,20,216
41043,42,331
41045,22,88
41047,166,772
41049,Suppressed,22
41051,514,1968
41053,18,161
41055,Suppressed,Suppressed
41057,11,101
41059,65,210
41061,Suppressed,84
41063,Suppressed,29
41065,19,80
41067,137,1151
41069,Suppressed,Suppressed
41071,31,241
42001,25,218
42003,1662,2662
42005,29,176
42007,108,409
42009,17,148
42011,324,954
42013,54,296
42015,29,176
42017,176,1350
42019,45,383
42021,84,426
42023,Suppressed,19
42025,22,220
42027,26,248
42029,129,850
42031,Suppressed,101
42033,15,232
42035,10,77
42037,18,147
42039,53,229
42041,53,495
42043,271,522
42045,665,1202
42047,Suppressed,97
42049,145,647
42051,93,356
42053,Suppressed,21
42055,40,299
42057,Suppressed,46
42059,22,97
42061,13,122
42063,29,211
42065,12,129
42067,Suppressed,44
42069,72,560
42071,217,875
42073,63,219
42075,49,264
42077,241,811
42079,202,856
42081,60,253
42083,15,110
42085,55,260
42087,16,122
42089,87,413
42091,298,1565
42093,Suppressed,43
42095,132,622
42097,33,216
42099,17,115
42101,5610,2829
42103,18,144
42105,Suppressed,56
42107,65,476
42109,11,68
42111,31,182
42113,Suppressed,18
42115,14,120
42117,10,102
42119,19,73
42121,15,131
42123,18,88
42125,84,498
42127,26,178
42129,139,887
42131,11,75
42133,261,995
44001,Suppressed,89
44003,39,326
44005,19,148
44007,452,1016
44009,24,244
45001,35,60
45003,195,433
45005,30,Suppressed
45007,283,552
45009,28,23
45011,41,47
45013,151,312
45015,204,398
45017,21,45
45019,644,773
45021,73,151
45023,56,75
45025,61,114
45027,64,74
45029,92,96
45031,129,135
45033,71,56
45035,132,276
45037,37,49
45039,37,48
45041,185,248
45043,60,117
45045,512,1119
45047,85,132
45049,49,32
45051,332,693
45053,74,45
45055,62,141
45057,119,169
45059,95,164
45061,38,31
45063,231,654
45065,Suppressed,24
45067,69,64
45069,86,56
45071,34,97
45073,63,222
45075,232,160
45077,103,359
45079,626,677
45081,22,47
45083,370,697
45085,186,174
45087,38,80
45089,80,45
45091,187,459
46003,Suppressed,Suppressed
46005,Suppressed,44
46007,Suppressed,15
46009,Suppressed,14
46011,Suppressed,49
46013,11,68
46015,Suppressed,14
46017,Suppressed,27
46019,Suppressed,33
46021,Suppressed,Suppressed
46023,16,37
46025,Suppressed,Suppressed
46027,Suppressed,24
46029,Suppressed,66
46031,Suppressed,42
46033,Suppressed,24
46035,Suppressed,56
46037,Suppressed,Suppressed
46039,Suppressed,10
46041,15,41
46043,Suppressed,Suppressed
46045,Suppressed,Suppressed
46047,Suppressed,38
46049,Suppressed,Suppressed
46051,Suppressed,17
46053,Suppressed,12
46055,Suppressed,Suppressed
46057,Suppressed,Suppressed
46059,Suppressed,Suppressed
46061,Suppressed,Suppressed
46063,Suppressed,Suppressed
46065,Suppressed,50
46067,Suppressed,Suppressed
46069,Suppressed,Suppressed
46071,Suppressed,17
46073,Suppressed,Suppressed
46075,Suppressed,Suppressed
46077,Suppressed,15
46079,Suppressed,21
46081,Suppressed,78
46083,Suppressed,56
46085,Suppressed,11
46087,Suppressed,Suppressed
46089,Suppressed,Suppressed
46091,Suppressed,11
46093,16,86
46095,Suppressed,Suppressed
46097,Suppressed,Suppressed
46099,77,459
46101,Suppressed,15
46103,46,292
46105,Suppressed,Suppressed
46107,Suppressed,Suppressed
46109,14,40
46111,Suppressed,Suppressed
46113,52,81
46115,Suppressed,Suppressed
46117,Suppressed,15
46119,Suppressed,Suppressed
46121,30,94
46123,Suppressed,Suppressed
46125,Suppressed,11
46127,Suppressed,26
46129,Suppressed,12
46135,12,55
46137,Suppressed,Suppressed
47001,58,239
47003,39,123
47005,12,81
47007,14,30
47009,67,320
47011,80,216
47013,26,112
47015,11,42
47017,24,98
47019,27,144
47021,44,134
47023,17,39
47025,31,147
47027,12,26
47029,41,122
47031,45,196
47033,16,35
47035,51,191
47037,1233,1441
47039,11,34
47041,24,103
47043,42,145
47045,41,94
47047,42,80
47049,12,62
47051,23,133
47053,53,163
47055,19,112
47057,15,72
47059,55,190
47061,27,56
47063,40,203
47065,444,743
47067,11,36
47069,55,62
47071,27,84
47073,37,163
47075,27,36
47077,15,84
47079,32,159
47081,18,89
47083,10,26
47085,14,64
47087,15,59
47089,39,116
47091,14,74
47093,444,1099
47095,Suppressed,19
47097,44,73
47099,29,121
47101,15,56
47103,34,88
47105,14,109
47107,43,136
47109,24,90
47111,25,75
47113,174,209
47115,25,66
47117,16,106
47119,98,224
47121,14,32
47123,40,131
47125,188,401
47127,Suppressed,12
47129,25,71
47131,18,81
47133,13,64
47135,Suppressed,37
47137,Suppressed,21
47139,13,64
47141,50,181
47143,21,89
47145,49,189
47147,71,192
47149,161,519
47151,24,70
47153,Suppressed,41
47155,36,246
47157,2871,1616
47159,13,51
47161,Suppressed,67
47163,78,442
47165,90,405
47167,67,134
47169,Suppressed,36
47171,14,64
47173,11,76
47175,13,19
47177,32,111
47179,74,300
47181,19,53
47183,25,101
47185,24,89
47187,49,325
47189,72,271
48001,62,209
48003,Suppressed,35
48005,94,200
48007,31,97
48009,Suppressed,16
48011,Suppressed,Suppressed
48013,59,109
48015,22,85
48017,Suppressed,14
48019,Suppressed,67
48021,69,204
48023,Suppressed,Suppressed
48025,26,81
48027,304,641
48029,2125,3022
48031,Suppressed,32
48033,Suppressed,Suppressed
48035,Suppressed,53
48037,142,252
48039,198,647
48041,95,249
48043,Suppressed,30
48045,Suppressed,Suppressed
48047,11,21
48049,28,104
48051,14,47
48053,25,106
48055,22,83
48057,17,44
48059,14,40
48061,190,396
48063,Suppressed,29
48065,Suppressed,21
48067,34,88
48069,Suppressed,13
48071,31,74
48073,39,142
48075,Suppressed,19
48077,Suppressed,32
48079,Suppressed,14
48081,Suppressed,13
48083,Suppressed,20
48085,263,1179
48087,Suppressed,10
48089,20,46
48091,56,267
48093,Suppressed,28
48095,Suppressed,Suppressed
48097,34,117
48099,39,181
48101,Suppressed,Suppressed
48103,Suppressed,10
48105,Suppressed,10
48107,Suppressed,10
48109,Suppressed,Suppressed
48111,Suppressed,17
48113,3996,4101
48115,15,22
48117,Suppressed,35
48119,Suppressed,11
48121,211,1027
48123,Suppressed,49
48125,Suppressed,Suppressed
48127,Suppressed,20
48129,Suppressed,Suppressed
48131,15,27
48133,Suppressed,45
48135,132,298
48137,Suppressed,Suppressed
48139,112,253
48141,415,1062
48143,21,83
48145,15,44
48147,29,116
48149,19,59
48151,Suppressed,Suppressed
48153,Suppressed,12
48155,Suppressed,Suppressed
48157,385,738
48159,15,26
48161,19,65
48163,24,20
48165,Suppressed,32
48167,333,714
48169,Suppressed,Suppressed
48171,Suppressed,67
48173,Suppressed,Suppressed
48175,Suppressed,23
48177,20,47
48179,18,74
48181,88,344
48183,185,316
48185,22,64
48187,66,252
48189,15,54
48191,Suppressed,Suppressed
48193,Suppressed,31
48195,Suppressed,Suppressed
48197,Suppressed,Suppressed
48199,40,147
48201,6678,7035
48203,101,171
48205,Suppressed,10
48207,Suppressed,24
48209,66,285
48211,Suppressed,Suppressed
48213,61,261
48215,543,636
48217,21,105
48219,13,60
48221,25,138
48223,19,77
48225,22,61
48227,42,102
48229,Suppressed,Suppressed
48231,82,243
48233,12,60
48235,Suppressed,Suppressed
48237,Suppressed,18
48239,12,35
48241,27,94
48243,Suppressed,Suppressed
48245,416,544
48247,Suppressed,13
48249,57,86
48251,83,343
48253,13,80
48255,15,39
48257,92,240
48259,19,93
48261,Suppressed,Suppressed
48263,Suppressed,Suppressed
48265,41,178
48267,Suppressed,19
48269,Suppressed,Suppressed
48271,Suppressed,Suppressed
48273,23,45
48275,Suppressed,Suppressed
48277,55,146
48279,Suppressed,27
48281,Suppressed,51
48283,Suppressed,11
48285,10,41
48287,Suppressed,32
48289,12,56
48291,78,197
48293,26,64
48295,Suppressed,Suppressed
48297,11,32
48299,13,66
48301,Suppressed,Suppressed
48303,279,612
48305,Suppressed,15
48307,Suppressed,26
48309,251,445
48311,Suppressed,Suppressed
48313,16,37
48315,18,42
48317,Suppressed,Suppressed
48319,Suppressed,13
48321,47,79
48323,24,53
48325,35,87
48327,Suppressed,Suppressed
48329,92,292
48331,18,60
48333,Suppressed,Suppressed
48335,Suppressed,23
48337,16,76
48339,285,1067
48341,13,35
48343,13,42
48345,Suppressed,Suppressed
48347,55,133
48349,31,134
48351,22,41
48353,15,41
48355,371,674
48357,Suppressed,29
48359,Suppressed,Suppressed
48361,87,242
48363,30,99
48365,18,53
48367,58,298
48369,Suppressed,13
48371,Suppressed,26
48373,59,163
48375,190,359
48377,Suppressed,11
48379,12,33
48381,45,340
48383,Suppressed,10
48385,Suppressed,11
48387,Suppressed,45
48389,15,27
48391,Suppressed,11
48393,Suppressed,Suppressed
48395,23,41
48397,29,147
48399,Suppressed,21
48401,60,139
48403,12,36
48405,13,26
48407,38,78
48409,47,151
48411,Suppressed,13
48413,Suppressed,Suppressed
48415,13,34
48417,Suppressed,Suppressed
48419,40,63
48421,Suppressed,11
48423,180,524
48425,Suppressed,28
48427,78,75
48429,Suppressed,36
48431,Suppressed,Suppressed
48433,Suppressed,Suppressed
48435,Suppressed,11
48437,Suppressed,20
48439,1674,3222
48441,105,323
48443,Suppressed,Suppressed
48445,12,30
48447,Suppressed,Suppressed
48449,27,76
48451,73,263
48453,590,2042
48455,21,41
48457,21,75
48459,30,128
48461,Suppressed,Suppressed
48463,29,44
48465,30,61
48467,56,185
48469,89,224
48471,51,176
48473,53,96
48475,13,27
48477,26,59
48479,254,229
48481,26,79
48483,Suppressed,19
48485,116,356
48487,Suppressed,35
48489,Suppressed,19
48491,106,695
48493,31,91
48495,Suppressed,21
48497,25,127
48499,40,128
48501,Suppressed,14
48503,Suppressed,54
48505,12,14
48507,12,17
49001,Suppressed,26
49003,12,150
49005,19,217
49007,11,118
49009,Suppressed,Suppressed
49011,61,718
49013,Suppressed,73
49015,Suppressed,47
49017,Suppressed,16
49019,Suppressed,51
49021,17,134
49023,Suppressed,33
49025,Suppressed,32
49027,Suppressed,53
49029,Suppressed,18
49031,Suppressed,Suppressed
49033,Suppressed,Suppressed
49035,537,3157
49037,13,39
49039,14,98
49041,11,93
49043,Suppressed,79
49045,19,143
49047,20,129
49049,96,1032
49051,Suppressed,64
49053,35,434
49055,Suppressed,10
49057,106,800
50001,Suppressed,77
50003,12,101
50005,12,98
50007,45,340
50009,Suppressed,24
50011,14,127
50013,Suppressed,22
50015,15,67
50017,Suppressed,88
50019,11,82
50021,29,179
50023,12,165
50025,23,142
50027,18,162
51001,61,77
51003,32,178
51005,Suppressed,50
51007,10,44
51009,18,77
51011,17,39
51013,59,306
51015,40,219
51017,Suppressed,10
51019,25,184
51021,Suppressed,27
51023,16,90
51025,20,32
51027,40,114
51029,16,41
51031,42,134
51033,20,75
51035,20,116
51036,Suppressed,22
51037,13,33
51041,246,642
51043,Suppressed,40
51045,Suppressed,22
51047,16,118
51049,16,19
51051,15,82
51053,33,77
51057,10,33
51059,337,1549
51061,31,172
51063,Suppressed,40
51065,10,43
51067,41,133
51069,33,179
51071,Suppressed,49
51073,17,123
51075,12,52
51077,13,61
51079,Suppressed,43
51081,Suppressed,18
51083,45,94
51085,52,240
51087,296,607
51089,93,222
51091,Suppressed,12
51093,25,75
51095,25,122
51097,Suppressed,25
51099,10,65
51101,12,48
51103,Suppressed,33
51105,27,93
51107,55,454
51109,21,88
51111,12,36
51113,12,39
51115,Suppressed,27
51117,36,88
51119,Suppressed,35
51121,36,164
51125,12,50
51127,Suppressed,54
51131,18,29
51133,Suppressed,27
51135,12,41
51137,17,94
51139,12,85
51141,13,87
51143,53,191
51145,14,70
51147,21,47
51149,21,97
51153,196,572
51155,20,125
51157,Suppressed,28
51159,Suppressed,26
51161,38,246
51163,Suppressed,61
51165,19,155
51167,20,112
51169,15,90
51171,13,123
51173,19,93
51175,20,34
51177,40,246
51179,60,220
51181,10,12
51183,12,27
51185,38,161
51187,Suppressed,118
51191,35,186
51193,13,47
51195,28,143
51197,14,90
51199,24,115
51510,91,217
51515,Suppressed,16
51520,11,46
51530,Suppressed,12
51540,45,72
51550,240,397
51560,Suppressed,Suppressed
51570,18,45
51580,10,23
51590,130,127
51595,16,10
51600,14,59
51610,Suppressed,22
51620,Suppressed,18
51630,19,58
51640,11,25
51650,237,242
51660,14,67
51670,51,55
51678,Suppressed,13
51680,63,129
51683,29,60
51685,Suppressed,17
51690,33,43
51700,387,334
51710,612,474
51720,Suppressed,11
51730,145,66
51735,Suppressed,19
51740,267,217
51750,Suppressed,33
51760,960,424
51770,170,289
51775,13,79
51790,19,69
51800,93,143
51810,326,912
51820,13,70
51830,Suppressed,37
51840,14,77
53001,Suppressed,30
53003,Suppressed,82
53005,76,392
53007,37,179
53009,33,298
53011,188,1097
53013,Suppressed,16
53015,55,284
53017,17,83
53019,Suppressed,35
53021,57,106
53023,Suppressed,Suppressed
53025,65,159
53027,45,237
53029,20,195
53031,11,100
53033,1089,4046
53035,81,631
53037,Suppressed,89
53039,Suppressed,67
53041,39,239
53043,Suppressed,31
53045,46,175
53047,35,149
53049,12,90
53051,Suppressed,45
53053,574,2107
53055,Suppressed,46
53057,60,301
53059,Suppressed,51
53061,270,1617
53063,285,1340
53065,36,155
53067,87,658
53069,Suppressed,24
53071,18,162
53073,74,493
53075,Suppressed,57
53077,299,532
54001,13,38
54003,65,261
54005,25,69
54007,Suppressed,35
54009,15,76
54011,102,243
54013,Suppressed,29
54015,13,32
54017,Suppressed,26
54019,58,138
54021,Suppressed,22
54023,Suppressed,38
54025,20,120
54027,16,61
54029,13,85
54031,15,43
54033,61,185
54035,23,69
54037,25,110
54039,240,608
54041,19,48
54043,16,67
54045,51,104
54047,61,105
54049,39,142
54051,15,95
54053,15,69
54055,99,249
54057,13,87
54059,30,65
54061,35,174
54063,Suppressed,33
54065,10,54
54067,27,91
54069,15,110
54071,Suppressed,23
54073,Suppressed,21
54075,10,36
54077,26,95
54079,20,128
54081,100,256
54083,11,84
54085,Suppressed,33
54087,14,48
54089,20,49
54091,Suppressed,37
54093,Suppressed,26
54095,Suppressed,31
54097,12,74
54099,44,97
54101,11,20
54103,Suppressed,54
54105,Suppressed,16
54107,46,221
54109,36,77
55001,Suppressed,75
55003,Suppressed,42
55005,16,99
55007,Suppressed,43
55009,83,584
55011,Suppressed,35
55013,Suppressed,44
55015,Suppressed,87
55017,Suppressed,177
55019,Suppressed,71
55021,19,168
55023,Suppressed,45
55025,133,1011
55027,16,208
55029,Suppressed,84
55031,17,119
55033,Suppressed,87
55035,22,233
55037,Suppressed,Suppressed
55039,Suppressed,257
55041,10,27
55043,Suppressed,111
55045,Suppressed,85
55047,Suppressed,54
55049,Suppressed,55
55051,Suppressed,17
55053,12,59
55055,16,181
55057,Suppressed,77
55059,82,404
55061,Suppressed,34
55063,26,261
55065,10,40
55067,Suppressed,58
55069,Suppressed,93
55071,14,212
55073,39,322
55075,14,126
55077,Suppressed,55
55078,Suppressed,17
55079,2075,1858
55081,10,116
55083,15,96
55085,10,88
55087,35,395
55089,14,159
55091,Suppressed,18
55093,Suppressed,68
55095,11,128
55097,21,154
55099,Suppressed,46
55101,113,457
55103,Suppressed,30
55105,80,388
55107,Suppressed,38
55109,19,159
55111,13,163
55113,20,53
55115,Suppressed,113
55117,18,286
55119,Suppressed,52
55121,Suppressed,78
55123,Suppressed,70
55125,Suppressed,65
55127,28,230
55129,Suppressed,45
55131,31,261
55133,65,722
55135,Suppressed,120
55137,Suppressed,56
55139,33,401
55141,19,186
56001,12,94
56003,Suppressed,38
56005,14,145
56007,Suppressed,73
56009,Suppressed,55
56011,Suppressed,29
56013,68,202
56015,Suppressed,36
56017,Suppressed,18
56019,Suppressed,29
56021,47,319
56023,Suppressed,52
56025,54,316
56027,Suppressed,10
56029,10,116
56031,Suppressed,37
56033,14,133
56035,Suppressed,36
56037,23,179
56039,Suppressed,52
56041,Suppressed,71
56043,Suppressed,25
56045,Suppressed,26
