state,county,year,status,count
North Carolina,caldwell county,2019,armed,1
North Carolina,caldwell county,2019,unarmed,0
North Carolina,catawba county,2017,armed,0.999996692
North Carolina,catawba county,2017,unarmed,0
North Carolina,chatham county,2017,armed,0.000118144
North Carolina,chatham county,2017,unarmed,0
North Carolina,cleveland county,2017,armed,1.987697817
North Carolina,cleveland county,2017,unarmed,0
North Carolina,craven county,2019,armed,1
North Carolina,craven county,2019,unarmed,0
North Carolina,cumberland county,2017,armed,1
North Carolina,cumberland county,2017,unarmed,0
North Carolina,cumberland county,2019,armed,1
North Carolina,cumberland county,2019,unarmed,0
North Carolina,davidson county,2019,armed,1.002873066
North Carolina,davidson county,2019,unarmed,0
North Carolina,durham county,2017,armed,2
North Carolina,durham county,2017,unarmed,0
North Carolina,durham county,2019,armed,1
North Carolina,durham county,2019,unarmed,0
North Carolina,forsyth county,2019,armed,1
North Carolina,forsyth county,2019,unarmed,0
North Carolina,gaston county,2017,armed,0.012302183
North Carolina,gaston county,2017,unarmed,0
North Carolina,gaston county,2019,armed,0
North Carolina,gaston county,2019,unarmed,0
North Carolina,guilford county,2017,armed,1
North Carolina,guilford county,2017,unarmed,0
North Carolina,guilford county,2019,armed,1.997126934
North Carolina,guilford county,2019,unarmed,0
North Carolina,henderson county,2017,armed,1
North Carolina,henderson county,2017,unarmed,0
North Carolina,hertford county,2019,armed,1
North Carolina,hertford county,2019,unarmed,0
North Carolina,johnston county,2019,armed,0.044272049
North Carolina,johnston county,2019,unarmed,0
North Carolina,lee county,2019,armed,0
North Carolina,lee county,2019,unarmed,0
North Carolina,lincoln county,2019,armed,1
North Carolina,lincoln county,2019,unarmed,0
North Carolina,mecklenburg county,2017,armed,4
North Carolina,mecklenburg county,2017,unarmed,0
North Carolina,mecklenburg county,2019,armed,3
North Carolina,mecklenburg county,2019,unarmed,0
North Carolina,nash county,2019,armed,1
North Carolina,nash county,2019,unarmed,0
North Carolina,new hanover county,2019,armed,2
North Carolina,new hanover county,2019,unarmed,0
North Carolina,onslow county,2019,armed,1
North Carolina,onslow county,2019,unarmed,0
North Carolina,orange county,2017,armed,1
North Carolina,orange county,2017,unarmed,0
North Carolina,orange county,2019,armed,0
North Carolina,orange county,2019,unarmed,0
North Carolina,pitt county,2019,armed,2
North Carolina,pitt county,2019,unarmed,0
North Carolina,randolph county,2019,armed,0
North Carolina,randolph county,2019,unarmed,0
North Carolina,robeson county,2017,armed,2
North Carolina,robeson county,2017,unarmed,0
North Carolina,rowan county,2017,armed,1
North Carolina,rowan county,2017,unarmed,0
North Carolina,sampson county,2017,armed,1
North Carolina,sampson county,2017,unarmed,0
North Carolina,surry county,2017,armed,0
North Carolina,surry county,2017,unarmed,0
North Carolina,union county,2017,armed,0
North Carolina,union county,2017,unarmed,0
North Carolina,wake county,2017,armed,0.999881856
North Carolina,wake county,2017,unarmed,0
North Carolina,wake county,2019,armed,3
North Carolina,wake county,2019,unarmed,0
North Carolina,watauga county,2019,armed,0
North Carolina,watauga county,2019,unarmed,1
North Carolina,wilson county,2019,armed,0.955727951
North Carolina,wilson county,2019,unarmed,0
North Dakota,grand forks county,2017,armed,1
North Dakota,grand forks county,2017,unarmed,0
North Dakota,morton county,2017,armed,0
North Dakota,morton county,2017,unarmed,0
North Dakota,sioux county,2017,armed,0
North Dakota,sioux county,2017,unarmed,0
Nebraska,dakota county,2019,armed,1
Nebraska,dakota county,2019,unarmed,0
Nebraska,douglas county,2019,armed,2
Nebraska,douglas county,2019,unarmed,0
Nebraska,hall county,2019,armed,0
Nebraska,hall county,2019,unarmed,0
Nebraska,lancaster county,2019,armed,0
Nebraska,lancaster county,2019,unarmed,0
Nebraska,sheridan county,2019,armed,0
Nebraska,sheridan county,2019,unarmed,0
New Hampshire,belknap county,2019,armed,1
New Hampshire,belknap county,2019,unarmed,0
New Hampshire,grafton county,2017,armed,0
New Hampshire,grafton county,2017,unarmed,0
New Hampshire,hillsborough county,2019,armed,1
New Hampshire,hillsborough county,2019,unarmed,0
New Hampshire,rockingham county,2017,armed,2
New Hampshire,rockingham county,2017,unarmed,0
New Jersey,burlington county,2019,armed,0
New Jersey,burlington county,2019,unarmed,0
New Jersey,camden county,2017,armed,1
New Jersey,camden county,2017,unarmed,0
New Jersey,cumberland county,2017,armed,1
New Jersey,cumberland county,2017,unarmed,0
New Jersey,essex county,2017,armed,3
New Jersey,essex county,2017,unarmed,0
New Jersey,essex county,2019,armed,1
New Jersey,essex county,2019,unarmed,1
New Jersey,gloucester county,2019,armed,1
New Jersey,gloucester county,2019,unarmed,0
New Jersey,hudson county,2017,armed,0
New Jersey,hudson county,2017,unarmed,0
New Jersey,hudson county,2019,armed,3
New Jersey,hudson county,2019,unarmed,0
New Jersey,mercer county,2019,armed,0
New Jersey,mercer county,2019,unarmed,0
New Jersey,middlesex county,2017,armed,0
New Jersey,middlesex county,2017,unarmed,0
New Jersey,monmouth county,2019,armed,0
New Jersey,monmouth county,2019,unarmed,0
New Jersey,ocean county,2017,armed,1
New Jersey,ocean county,2017,unarmed,1
New Jersey,passaic county,2017,armed,1
New Jersey,passaic county,2017,unarmed,0
New Jersey,passaic county,2019,armed,1
New Jersey,passaic county,2019,unarmed,0
New Mexico,bernalillo county,2017,armed,3
New Mexico,bernalillo county,2017,unarmed,2
New Mexico,bernalillo county,2019,armed,3
New Mexico,bernalillo county,2019,unarmed,0
New Mexico,chaves county,2017,armed,1
New Mexico,chaves county,2017,unarmed,0
New Mexico,cibola county,2017,armed,0
New Mexico,cibola county,2017,unarmed,1
New Mexico,colfax county,2019,armed,0
New Mexico,colfax county,2019,unarmed,0
New Mexico,dona ana county,2017,armed,1
New Mexico,dona ana county,2017,unarmed,0
New Mexico,dona ana county,2019,armed,3
New Mexico,dona ana county,2019,unarmed,0
New Mexico,eddy county,2019,armed,2
New Mexico,eddy county,2019,unarmed,0
New Mexico,lea county,2019,armed,1
New Mexico,lea county,2019,unarmed,0
New Mexico,lincoln county,2017,armed,0
New Mexico,lincoln county,2017,unarmed,0
New Mexico,mckinley county,2017,armed,0
New Mexico,mckinley county,2017,unarmed,0
New Mexico,otero county,2019,armed,1
New Mexico,otero county,2019,unarmed,0
New Mexico,san juan county,2017,armed,1
New Mexico,san juan county,2017,unarmed,1
New Mexico,san juan county,2019,armed,1
New Mexico,san juan county,2019,unarmed,0
New Mexico,san miguel county,2017,armed,1
New Mexico,san miguel county,2017,unarmed,0
New Mexico,sandoval county,2019,armed,1
New Mexico,sandoval county,2019,unarmed,0
New Mexico,santa fe county,2017,armed,0
New Mexico,santa fe county,2017,unarmed,0
New Mexico,taos county,2017,armed,1
New Mexico,taos county,2017,unarmed,0
New Mexico,valencia county,2019,armed,1
New Mexico,valencia county,2019,unarmed,0
Nevada,carson city county,2019,armed,1
Nevada,carson city county,2019,unarmed,0
Nevada,clark county,2017,armed,5
Nevada,clark county,2017,unarmed,0
Nevada,clark county,2019,armed,6
Nevada,clark county,2019,unarmed,1
Nevada,lyon county,2019,armed,0
Nevada,lyon county,2019,unarmed,0
Nevada,nye county,2017,armed,1
Nevada,nye county,2017,unarmed,0
Nevada,nye county,2019,armed,0
Nevada,nye county,2019,unarmed,0
Nevada,washoe county,2017,armed,5
Nevada,washoe county,2017,unarmed,0
Nevada,washoe county,2019,armed,1
Nevada,washoe county,2019,unarmed,0
New York,bronx county,2017,armed,0.120214486
New York,bronx county,2017,unarmed,0
New York,bronx county,2019,armed,0.841501402
New York,bronx county,2019,unarmed,0
New York,broome county,2019,armed,1
New York,broome county,2019,unarmed,0
New York,chemung county,2017,armed,2
New York,chemung county,2017,unarmed,0
New York,erie county,2017,armed,1
New York,erie county,2017,unarmed,0
New York,greene county,2019,armed,0
New York,greene county,2019,unarmed,0
New York,hamilton county,2019,armed,0
New York,hamilton county,2019,unarmed,0
New York,kings county,2017,armed,2.393607717
New York,kings county,2017,unarmed,0
New York,kings county,2019,armed,2.755254016
New York,kings county,2019,unarmed,0
New York,nassau county,2019,armed,0
New York,nassau county,2019,unarmed,0
New York,new york county,2017,armed,0.157999822
New York,new york county,2017,unarmed,0
New York,new york county,2019,armed,1.105998752
New York,new york county,2019,unarmed,0
New York,oneida county,2017,armed,0.001708596
New York,oneida county,2017,unarmed,0
New York,oneida county,2019,armed,0.011960169
New York,oneida county,2019,unarmed,0
New York,onondaga county,2019,armed,1
New York,onondaga county,2019,unarmed,0
New York,ontario county,2017,armed,1
New York,ontario county,2017,unarmed,0
New York,orange county,2019,armed,0
New York,orange county,2019,unarmed,1
New York,queens county,2017,armed,0.312748434
New York,queens county,2017,unarmed,0
New York,queens county,2019,armed,3.189239036
New York,queens county,2019,unarmed,0
New York,richmond county,2017,armed,0.013720946
New York,richmond county,2017,unarmed,0
New York,richmond county,2019,armed,0.096046625
New York,richmond county,2019,unarmed,0
New York,schenectady county,2017,armed,0
New York,schenectady county,2017,unarmed,0
New York,suffolk county,2019,armed,2
New York,suffolk county,2019,unarmed,0
New York,tompkins county,2019,armed,0
New York,tompkins county,2019,unarmed,0
New York,westchester county,2017,armed,1
New York,westchester county,2017,unarmed,0
New York,westchester county,2019,armed,1
New York,westchester county,2019,unarmed,0
Ohio,allen county,2017,armed,0.996119449
Ohio,allen county,2017,unarmed,0
Ohio,ashtabula county,2017,armed,1
Ohio,ashtabula county,2017,unarmed,1
Ohio,ashtabula county,2019,armed,1
Ohio,ashtabula county,2019,unarmed,0
Ohio,butler county,2017,armed,2
Ohio,butler county,2017,unarmed,0
Ohio,clark county,2017,armed,1
Ohio,clark county,2017,unarmed,0
Ohio,clark county,2019,armed,0
Ohio,clark county,2019,unarmed,0
Ohio,clermont county,2017,armed,0
Ohio,clermont county,2017,unarmed,0
Ohio,cuyahoga county,2017,armed,2
Ohio,cuyahoga county,2017,unarmed,0
Ohio,cuyahoga county,2019,armed,3
Ohio,cuyahoga county,2019,unarmed,0
Ohio,defiance county,2019,armed,0
Ohio,defiance county,2019,unarmed,0
Ohio,delaware county,2017,armed,0.000172039
Ohio,delaware county,2017,unarmed,0
Ohio,delaware county,2019,armed,8.60E-05
Ohio,delaware county,2019,unarmed,0
Ohio,fairfield county,2017,armed,0.000306121
Ohio,fairfield county,2017,unarmed,0
Ohio,fairfield county,2019,armed,0.000153061
Ohio,fairfield county,2019,unarmed,0
Ohio,franklin county,2017,armed,1.993913627
Ohio,franklin county,2017,unarmed,0
Ohio,franklin county,2019,armed,0.996956813
Ohio,franklin county,2019,unarmed,0
Ohio,greene county,2017,armed,6.76E-05
Ohio,greene county,2017,unarmed,0
Ohio,hamilton county,2019,armed,1
Ohio,hamilton county,2019,unarmed,0
Ohio,hardin county,2017,armed,0
Ohio,hardin county,2017,unarmed,0
Ohio,jefferson county,2017,armed,1
Ohio,jefferson county,2017,unarmed,0
Ohio,lorain county,2019,armed,1
Ohio,lorain county,2019,unarmed,0
Ohio,lucas county,2017,armed,0
Ohio,lucas county,2017,unarmed,0
Ohio,mahoning county,2019,armed,1
Ohio,mahoning county,2019,unarmed,3.60E-06
Ohio,medina county,2017,armed,0
Ohio,medina county,2017,unarmed,1
Ohio,medina county,2019,armed,0
Ohio,medina county,2019,unarmed,0
Ohio,montgomery county,2017,armed,2.999932383
Ohio,montgomery county,2017,unarmed,0
Ohio,montgomery county,2019,armed,2
Ohio,montgomery county,2019,unarmed,0
Ohio,perry county,2017,armed,1
Ohio,perry county,2017,unarmed,0
Ohio,pickaway county,2019,armed,1
Ohio,pickaway county,2019,unarmed,0
Ohio,portage county,2017,armed,0
Ohio,portage county,2017,unarmed,0
Ohio,putnam county,2017,armed,0.005608213
Ohio,putnam county,2017,unarmed,0
Ohio,putnam county,2019,armed,0.002804107
Ohio,putnam county,2019,unarmed,0
Ohio,richland county,2019,armed,0
Ohio,richland county,2019,unarmed,0
Ohio,seneca county,2017,armed,1
Ohio,seneca county,2017,unarmed,0
Ohio,stark county,2017,armed,1.003880551
Ohio,stark county,2017,unarmed,1
Ohio,stark county,2019,armed,0
Ohio,stark county,2019,unarmed,0.999996402
Ohio,summit county,2017,armed,1
Ohio,summit county,2017,unarmed,1
Ohio,summit county,2019,armed,2
Ohio,summit county,2019,unarmed,0
Ohio,trumbull county,2017,armed,2
Ohio,trumbull county,2017,unarmed,0
Ohio,trumbull county,2019,armed,0
Ohio,trumbull county,2019,unarmed,0
Ohio,tuscarawas county,2019,armed,0
Ohio,tuscarawas county,2019,unarmed,0
Ohio,van wert county,2019,armed,0
Ohio,van wert county,2019,unarmed,0
Oklahoma,adair county,2017,armed,0
Oklahoma,adair county,2017,unarmed,0
Oklahoma,caddo county,2017,armed,0
Oklahoma,caddo county,2017,unarmed,0
Oklahoma,canadian county,2017,armed,0.017413383
Oklahoma,canadian county,2017,unarmed,0.008706691
Oklahoma,canadian county,2019,armed,0.052240149
Oklahoma,canadian county,2019,unarmed,0
Oklahoma,cherokee county,2019,armed,2
Oklahoma,cherokee county,2019,unarmed,0
Oklahoma,choctaw county,2017,armed,1
Oklahoma,choctaw county,2017,unarmed,0
Oklahoma,cleveland county,2017,armed,0.035591132
Oklahoma,cleveland county,2017,unarmed,0.017795566
Oklahoma,cleveland county,2019,armed,0.106773397
Oklahoma,cleveland county,2019,unarmed,0
Oklahoma,comanche county,2019,armed,2
Oklahoma,comanche county,2019,unarmed,0
Oklahoma,creek county,2019,armed,1
Oklahoma,creek county,2019,unarmed,0
Oklahoma,delaware county,2019,armed,1
Oklahoma,delaware county,2019,unarmed,0
Oklahoma,grady county,2019,armed,0
Oklahoma,grady county,2019,unarmed,0
Oklahoma,kay county,2019,armed,1
Oklahoma,kay county,2019,unarmed,0
Oklahoma,le flore county,2019,armed,0
Oklahoma,le flore county,2019,unarmed,0
Oklahoma,logan county,2017,armed,1
Oklahoma,logan county,2017,unarmed,0
Oklahoma,mayes county,2019,armed,0.093673897
Oklahoma,mayes county,2019,unarmed,0
Oklahoma,mcclain county,2017,armed,1
Oklahoma,mcclain county,2017,unarmed,0
Oklahoma,mccurtain county,2017,armed,1
Oklahoma,mccurtain county,2017,unarmed,0
Oklahoma,muskogee county,2019,armed,0
Oklahoma,muskogee county,2019,unarmed,0
Oklahoma,oklahoma county,2017,armed,2.946995485
Oklahoma,oklahoma county,2017,unarmed,0.973497742
Oklahoma,oklahoma county,2019,armed,6.840986454
Oklahoma,oklahoma county,2019,unarmed,1
Oklahoma,okmulgee county,2019,armed,0
Oklahoma,okmulgee county,2019,unarmed,0
Oklahoma,osage county,2017,armed,1.000773606
Oklahoma,osage county,2017,unarmed,0
Oklahoma,osage county,2019,armed,0.001636983
Oklahoma,osage county,2019,unarmed,0
Oklahoma,ottawa county,2017,armed,1
Oklahoma,ottawa county,2017,unarmed,0
Oklahoma,pittsburg county,2017,armed,1
Oklahoma,pittsburg county,2017,unarmed,0
Oklahoma,pittsburg county,2019,armed,2
Oklahoma,pittsburg county,2019,unarmed,0
Oklahoma,pontotoc county,2019,armed,1.906326103
Oklahoma,pontotoc county,2019,unarmed,0
Oklahoma,pottawatomie county,2017,armed,0
Oklahoma,pottawatomie county,2017,unarmed,0
Oklahoma,pottawatomie county,2019,armed,0
Oklahoma,pottawatomie county,2019,unarmed,0
Oklahoma,rogers county,2017,armed,0
Oklahoma,rogers county,2017,unarmed,0
Oklahoma,rogers county,2019,armed,0
Oklahoma,rogers county,2019,unarmed,0
Oklahoma,seminole county,2017,armed,0
Oklahoma,seminole county,2017,unarmed,0
Oklahoma,sequoyah county,2017,armed,2
Oklahoma,sequoyah county,2017,unarmed,0
Oklahoma,sequoyah county,2019,armed,0
Oklahoma,sequoyah county,2019,unarmed,0
Oklahoma,tulsa county,2017,armed,2.999226394
Oklahoma,tulsa county,2017,unarmed,0
Oklahoma,tulsa county,2019,armed,4.998363017
Oklahoma,tulsa county,2019,unarmed,0
Oklahoma,wagoner county,2017,armed,0
Oklahoma,wagoner county,2017,unarmed,0
Oklahoma,wagoner county,2019,armed,0
Oklahoma,wagoner county,2019,unarmed,0
Oklahoma,washington county,2019,armed,0
Oklahoma,washington county,2019,unarmed,1
Oklahoma,washita county,2019,armed,0
Oklahoma,washita county,2019,unarmed,0
Oregon,clackamas county,2017,armed,2
Oregon,clackamas county,2017,unarmed,0
Oregon,clackamas county,2019,armed,1.000001285
Oregon,clackamas county,2019,unarmed,0
Oregon,jackson county,2019,armed,1
Oregon,jackson county,2019,unarmed,0
Oregon,josephine county,2017,armed,0
Oregon,josephine county,2017,unarmed,1
Oregon,klamath county,2017,armed,1
Oregon,klamath county,2017,unarmed,0
Oregon,lane county,2017,armed,3
Oregon,lane county,2017,unarmed,0
Oregon,lane county,2019,armed,1
Oregon,lane county,2019,unarmed,1
Oregon,malheur county,2019,armed,1
Oregon,malheur county,2019,unarmed,0
Oregon,marion county,2019,armed,0.966510636
Oregon,marion county,2019,unarmed,0
Oregon,multnomah county,2017,armed,0
Oregon,multnomah county,2017,unarmed,0
Oregon,multnomah county,2019,armed,0.999990707
Oregon,multnomah county,2019,unarmed,0
Oregon,polk county,2017,armed,0
Oregon,polk county,2017,unarmed,0
Oregon,polk county,2019,armed,0.033489364
Oregon,polk county,2019,unarmed,0
Oregon,wasco county,2019,armed,1
Oregon,wasco county,2019,unarmed,0
Oregon,washington county,2017,armed,2
Oregon,washington county,2017,unarmed,0
Oregon,washington county,2019,armed,1.000008008
Oregon,washington county,2019,unarmed,0
Pennsylvania,adams county,2019,armed,0
Pennsylvania,adams county,2019,unarmed,0
Pennsylvania,allegheny county,2017,armed,1
Pennsylvania,allegheny county,2017,unarmed,0
Pennsylvania,allegheny county,2019,armed,4
Pennsylvania,allegheny county,2019,unarmed,0
Pennsylvania,beaver county,2019,armed,0
Pennsylvania,beaver county,2019,unarmed,0
Pennsylvania,berks county,2017,armed,1
Pennsylvania,berks county,2017,unarmed,0
Pennsylvania,carbon county,2019,armed,0
Pennsylvania,carbon county,2019,unarmed,0
Pennsylvania,centre county,2019,armed,0
Pennsylvania,centre county,2019,unarmed,0
Pennsylvania,dauphin county,2017,armed,1
Pennsylvania,dauphin county,2017,unarmed,0
Pennsylvania,delaware county,2017,armed,0
Pennsylvania,delaware county,2017,unarmed,0
Pennsylvania,erie county,2017,armed,0
Pennsylvania,erie county,2017,unarmed,0
Pennsylvania,fayette county,2017,armed,2
Pennsylvania,fayette county,2017,unarmed,0
Pennsylvania,huntingdon county,2019,armed,1
Pennsylvania,huntingdon county,2019,unarmed,0
Pennsylvania,lackawanna county,2017,armed,1
Pennsylvania,lackawanna county,2017,unarmed,0
Pennsylvania,lancaster county,2017,armed,1
Pennsylvania,lancaster county,2017,unarmed,0
Pennsylvania,lehigh county,2017,armed,1
Pennsylvania,lehigh county,2017,unarmed,0
Pennsylvania,lehigh county,2019,armed,1
Pennsylvania,lehigh county,2019,unarmed,0
Pennsylvania,mercer county,2017,armed,0
Pennsylvania,mercer county,2017,unarmed,0
Pennsylvania,mifflin county,2017,armed,1
Pennsylvania,mifflin county,2017,unarmed,0
Pennsylvania,monroe county,2019,armed,1
Pennsylvania,monroe county,2019,unarmed,0
Pennsylvania,montgomery county,2017,armed,0
Pennsylvania,montgomery county,2017,unarmed,1
Pennsylvania,northampton county,2017,armed,0
Pennsylvania,northampton county,2017,unarmed,0
Pennsylvania,philadelphia county,2017,armed,1
Pennsylvania,philadelphia county,2017,unarmed,1
Pennsylvania,tioga county,2019,armed,1
Pennsylvania,tioga county,2019,unarmed,0
Pennsylvania,warren county,2017,armed,1
Pennsylvania,warren county,2017,unarmed,0
Pennsylvania,washington county,2017,armed,1
Pennsylvania,washington county,2017,unarmed,0
Pennsylvania,westmoreland county,2019,armed,1
Pennsylvania,westmoreland county,2019,unarmed,0
Pennsylvania,york county,2017,armed,2
Pennsylvania,york county,2017,unarmed,0
Rhode Island,providence county,2017,armed,0
Rhode Island,providence county,2017,unarmed,0
South Carolina,anderson county,2017,armed,1
South Carolina,anderson county,2017,unarmed,0
South Carolina,anderson county,2019,armed,1.000005419
South Carolina,anderson county,2019,unarmed,0
South Carolina,beaufort county,2019,armed,1
South Carolina,beaufort county,2019,unarmed,0
South Carolina,berkeley county,2017,armed,0
South Carolina,berkeley county,2017,unarmed,0
South Carolina,berkeley county,2019,armed,1
South Carolina,berkeley county,2019,unarmed,0
South Carolina,charleston county,2017,armed,0.943633402
South Carolina,charleston county,2017,unarmed,0
South Carolina,chester county,2019,armed,0.792845023
South Carolina,chester county,2019,unarmed,0
South Carolina,chesterfield county,2019,armed,0.207154977
South Carolina,chesterfield county,2019,unarmed,0
South Carolina,colleton county,2019,armed,0
South Carolina,colleton county,2019,unarmed,0
South Carolina,darlington county,2019,armed,1
South Carolina,darlington county,2019,unarmed,0
South Carolina,dillon county,2017,armed,0
South Carolina,dillon county,2017,unarmed,0
South Carolina,dorchester county,2017,armed,0.056366598
South Carolina,dorchester county,2017,unarmed,0
South Carolina,georgetown county,2019,armed,0.999934647
South Carolina,georgetown county,2019,unarmed,0
South Carolina,greenville county,2017,armed,3.925282339
South Carolina,greenville county,2017,unarmed,0
South Carolina,greenville county,2019,armed,1
South Carolina,greenville county,2019,unarmed,0
South Carolina,horry county,2017,armed,1
South Carolina,horry county,2017,unarmed,0
South Carolina,horry county,2019,armed,2
South Carolina,horry county,2019,unarmed,0
South Carolina,jasper county,2017,armed,1
South Carolina,jasper county,2017,unarmed,0
South Carolina,laurens county,2017,armed,0.074717661
South Carolina,laurens county,2017,unarmed,0
South Carolina,laurens county,2019,armed,0
South Carolina,laurens county,2019,unarmed,0
South Carolina,lexington county,2017,armed,0
South Carolina,lexington county,2017,unarmed,1
South Carolina,lexington county,2019,armed,2
South Carolina,lexington county,2019,unarmed,0
South Carolina,orangeburg county,2019,armed,0
South Carolina,orangeburg county,2019,unarmed,0
South Carolina,pickens county,2019,armed,0.999994581
South Carolina,pickens county,2019,unarmed,0
South Carolina,spartanburg county,2019,armed,1
South Carolina,spartanburg county,2019,unarmed,0
South Carolina,union county,2019,armed,1
South Carolina,union county,2019,unarmed,0
South Carolina,williamsburg county,2019,armed,6.54E-05
South Carolina,williamsburg county,2019,unarmed,0
South Carolina,york county,2017,armed,0
South Carolina,york county,2017,unarmed,0
South Dakota,aurora county,2019,armed,1
South Dakota,aurora county,2019,unarmed,0
South Dakota,pennington county,2017,armed,2
South Dakota,pennington county,2017,unarmed,0
South Dakota,pennington county,2019,armed,1
