state,county,year,status,count
South Dakota,pennington county,2019,unarmed,0
South Dakota,shannon county,2017,armed,1
South Dakota,shannon county,2017,unarmed,0
South Dakota,todd county,2019,armed,0
South Dakota,todd county,2019,unarmed,0
Tennessee,anderson county,2017,armed,1
Tennessee,anderson county,2017,unarmed,0
Tennessee,anderson county,2019,armed,1
Tennessee,anderson county,2019,unarmed,0
Tennessee,bradley county,2017,armed,0
Tennessee,bradley county,2017,unarmed,0
Tennessee,bradley county,2019,armed,0
Tennessee,bradley county,2019,unarmed,0
Tennessee,campbell county,2019,armed,1
Tennessee,campbell county,2019,unarmed,0
Tennessee,carter county,2017,armed,0.000421855
Tennessee,carter county,2017,unarmed,0
Tennessee,carter county,2019,armed,1
Tennessee,carter county,2019,unarmed,0
Tennessee,cheatham county,2019,armed,0
Tennessee,cheatham county,2019,unarmed,0
Tennessee,claiborne county,2019,armed,1
Tennessee,claiborne county,2019,unarmed,0
Tennessee,cocke county,2017,armed,0
Tennessee,cocke county,2017,unarmed,0
Tennessee,crockett county,2017,armed,0
Tennessee,crockett county,2017,unarmed,0
Tennessee,davidson county,2017,armed,1
Tennessee,davidson county,2017,unarmed,0
Tennessee,dyer county,2019,armed,1
Tennessee,dyer county,2019,unarmed,0
Tennessee,fayette county,2017,armed,0
Tennessee,fayette county,2017,unarmed,0
Tennessee,fayette county,2019,armed,0
Tennessee,fayette county,2019,unarmed,0
Tennessee,franklin county,2017,armed,0.003284746
Tennessee,franklin county,2017,unarmed,0
Tennessee,greene county,2019,armed,2
Tennessee,greene county,2019,unarmed,0
Tennessee,grundy county,2017,armed,0.73188257
Tennessee,grundy county,2017,unarmed,0
Tennessee,hamblen county,2019,armed,0
Tennessee,hamblen county,2019,unarmed,0
Tennessee,hamilton county,2017,armed,3
Tennessee,hamilton county,2017,unarmed,0
Tennessee,hamilton county,2019,armed,2
Tennessee,hamilton county,2019,unarmed,0
Tennessee,hawkins county,2019,armed,0
Tennessee,hawkins county,2019,unarmed,0
Tennessee,henderson county,2017,armed,0
Tennessee,henderson county,2017,unarmed,1
Tennessee,hickman county,2017,armed,0
Tennessee,hickman county,2017,unarmed,0
Tennessee,jefferson county,2019,armed,0
Tennessee,jefferson county,2019,unarmed,0
Tennessee,knox county,2017,armed,1
Tennessee,knox county,2017,unarmed,0
Tennessee,knox county,2019,armed,0
Tennessee,knox county,2019,unarmed,1
Tennessee,lewis county,2017,armed,1
Tennessee,lewis county,2017,unarmed,0
Tennessee,marion county,2017,armed,0.264832683
Tennessee,marion county,2017,unarmed,0
Tennessee,marshall county,2017,armed,1
Tennessee,marshall county,2017,unarmed,0
Tennessee,maury county,2017,armed,1
Tennessee,maury county,2017,unarmed,0
Tennessee,montgomery county,2017,armed,0
Tennessee,montgomery county,2017,unarmed,0
Tennessee,montgomery county,2019,armed,1
Tennessee,montgomery county,2019,unarmed,0
Tennessee,overton county,2017,armed,1
Tennessee,overton county,2017,unarmed,0
Tennessee,rutherford county,2019,armed,2
Tennessee,rutherford county,2019,unarmed,0
Tennessee,scott county,2017,armed,0
Tennessee,scott county,2017,unarmed,0
Tennessee,sevier county,2019,armed,0
Tennessee,sevier county,2019,unarmed,0
Tennessee,shelby county,2017,armed,0
Tennessee,shelby county,2017,unarmed,0
Tennessee,shelby county,2019,armed,3
Tennessee,shelby county,2019,unarmed,0
Tennessee,smith county,2019,armed,0
Tennessee,smith county,2019,unarmed,0
Tennessee,sullivan county,2017,armed,3.51E-05
Tennessee,sullivan county,2017,unarmed,0
Tennessee,sullivan county,2019,armed,3
Tennessee,sullivan county,2019,unarmed,0
Tennessee,warren county,2017,armed,1
Tennessee,warren county,2017,unarmed,0
Tennessee,washington county,2017,armed,0.999543013
Tennessee,washington county,2017,unarmed,0
Tennessee,weakley county,2017,armed,0
Tennessee,weakley county,2017,unarmed,0
Tennessee,williamson county,2017,armed,2
Tennessee,williamson county,2017,unarmed,0
Texas,anderson county,2019,armed,0
Texas,anderson county,2019,unarmed,0
Texas,angelina county,2017,armed,0
Texas,angelina county,2017,unarmed,0
Texas,aransas county,2017,armed,0
Texas,aransas county,2017,unarmed,0
Texas,aransas county,2019,armed,0
Texas,aransas county,2019,unarmed,0
Texas,atascosa county,2019,armed,0
Texas,atascosa county,2019,unarmed,0
Texas,bell county,2017,armed,1
Texas,bell county,2017,unarmed,0
Texas,bell county,2019,armed,1
Texas,bell county,2019,unarmed,1
Texas,bexar county,2017,armed,3
Texas,bexar county,2017,unarmed,0.001924448
Texas,bexar county,2019,armed,7
Texas,bexar county,2019,unarmed,0
Texas,bowie county,2019,armed,1
Texas,bowie county,2019,unarmed,0
Texas,brazoria county,2017,armed,1
Texas,brazoria county,2017,unarmed,0
Texas,brazoria county,2019,armed,2.997885969
Texas,brazoria county,2019,unarmed,0
Texas,burnet county,2019,armed,0
Texas,burnet county,2019,unarmed,0
Texas,caldwell county,2019,armed,0
Texas,caldwell county,2019,unarmed,0
Texas,cameron county,2017,armed,0
Texas,cameron county,2017,unarmed,0
Texas,cameron county,2019,armed,1
Texas,cameron county,2019,unarmed,0
Texas,carson county,2017,armed,1
Texas,carson county,2017,unarmed,0
Texas,chambers county,2019,armed,0
Texas,chambers county,2019,unarmed,0
Texas,cochran county,2019,armed,1
Texas,cochran county,2019,unarmed,0
Texas,collin county,2017,armed,2.000875916
Texas,collin county,2017,unarmed,0.001728041
Texas,collin county,2019,armed,0.008641381
Texas,collin county,2019,unarmed,0
Texas,comal county,2017,armed,0
Texas,comal county,2017,unarmed,0.000844547
Texas,comal county,2019,armed,0
Texas,comal county,2019,unarmed,0
Texas,dallam county,2019,armed,0.780125724
Texas,dallam county,2019,unarmed,0
Texas,dallas county,2017,armed,2.997719351
Texas,dallas county,2017,unarmed,2.997719351
Texas,dallas county,2019,armed,7.321736601
Texas,dallas county,2019,unarmed,1
Texas,denton county,2017,armed,0.001523117
Texas,denton county,2017,unarmed,0.000552608
Texas,denton county,2019,armed,3.66994511
Texas,denton county,2019,unarmed,0.000118384
Texas,eastland county,2017,armed,1
Texas,eastland county,2017,unarmed,0
Texas,ector county,2019,armed,3.998824707
Texas,ector county,2019,unarmed,0
Texas,el paso county,2017,armed,0
Texas,el paso county,2017,unarmed,0
Texas,el paso county,2019,armed,3
Texas,el paso county,2019,unarmed,0
Texas,ellis county,2017,armed,1
Texas,ellis county,2017,unarmed,0
Texas,ellis county,2019,armed,0.000150444
Texas,ellis county,2019,unarmed,0
Texas,fannin county,2017,armed,0
Texas,fannin county,2017,unarmed,0
Texas,foard county,2017,armed,0
Texas,foard county,2017,unarmed,0
Texas,fort bend county,2017,armed,0.233945563
Texas,fort bend county,2017,unarmed,0
Texas,fort bend county,2019,armed,1.926025921
Texas,fort bend county,2019,unarmed,0.000334034
Texas,freestone county,2019,armed,0
Texas,freestone county,2019,unarmed,1
Texas,gaines county,2019,armed,0
Texas,gaines county,2019,unarmed,0
Texas,galveston county,2017,armed,0
Texas,galveston county,2017,unarmed,0
Texas,galveston county,2019,armed,1.99963119
Texas,galveston county,2019,unarmed,0.99963119
Texas,gonzales county,2017,armed,1
Texas,gonzales county,2017,unarmed,0
Texas,grayson county,2017,armed,0
Texas,grayson county,2017,unarmed,0
Texas,gregg county,2019,armed,0.999440124
Texas,gregg county,2019,unarmed,0.999440124
Texas,guadalupe county,2017,armed,0
Texas,guadalupe county,2017,unarmed,0.997231005
Texas,guadalupe county,2019,armed,0
Texas,guadalupe county,2019,unarmed,0
Texas,hale county,2019,armed,1
Texas,hale county,2019,unarmed,0
Texas,hardeman county,2019,armed,0
Texas,hardeman county,2019,unarmed,0
Texas,hardin county,2019,armed,0
Texas,hardin county,2019,unarmed,0
Texas,harris county,2017,armed,8.076281329
Texas,harris county,2017,unarmed,0
Texas,harris county,2019,armed,11.38665971
Texas,harris county,2019,unarmed,1.000030759
Texas,harrison county,2019,armed,0.000559876
Texas,harrison county,2019,unarmed,0.000559876
Texas,hartley county,2019,armed,0.219874276
Texas,hartley county,2019,unarmed,0
Texas,hays county,2017,armed,1
Texas,hays county,2017,unarmed,0
Texas,hays county,2019,armed,0
Texas,hays county,2019,unarmed,0
Texas,hidalgo county,2017,armed,0.67957969
Texas,hidalgo county,2017,unarmed,0
Texas,hidalgo county,2019,armed,0.67957969
Texas,hidalgo county,2019,unarmed,0
Texas,hopkins county,2019,armed,0
Texas,hopkins county,2019,unarmed,0
Texas,hutchinson county,2017,armed,0.999984737
Texas,hutchinson county,2017,unarmed,0
Texas,jefferson county,2019,armed,0
Texas,jefferson county,2019,unarmed,0
Texas,jones county,2017,armed,0
Texas,jones county,2017,unarmed,0
Texas,kaufman county,2017,armed,0
Texas,kaufman county,2017,unarmed,0
Texas,kaufman county,2019,armed,0
Texas,kaufman county,2019,unarmed,0
Texas,kendall county,2019,armed,0
Texas,kendall county,2019,unarmed,1
Texas,kerr county,2019,armed,0
Texas,kerr county,2019,unarmed,0
Texas,kinney county,2019,armed,1
Texas,kinney county,2019,unarmed,0
Texas,kleberg county,2017,armed,0
Texas,kleberg county,2017,unarmed,0
Texas,kleberg county,2019,armed,0
Texas,kleberg county,2019,unarmed,0
Texas,lamb county,2017,armed,0
Texas,lamb county,2017,unarmed,0
Texas,martin county,2019,armed,0
Texas,martin county,2019,unarmed,0
Texas,matagorda county,2017,armed,1
Texas,matagorda county,2017,unarmed,0
Texas,mclennan county,2017,armed,0
Texas,mclennan county,2017,unarmed,0
Texas,mclennan county,2019,armed,0
Texas,mclennan county,2019,unarmed,0
Texas,medina county,2017,armed,0
Texas,medina county,2017,unarmed,0
Texas,medina county,2019,armed,0
Texas,medina county,2019,unarmed,0
Texas,midland county,2019,armed,0.001175293
Texas,midland county,2019,unarmed,0
Texas,montgomery county,2017,armed,1.000016068
Texas,montgomery county,2017,unarmed,0
Texas,montgomery county,2019,armed,4.02E-05
Texas,montgomery county,2019,unarmed,4.02E-06
Texas,moore county,2017,armed,1.53E-05
Texas,moore county,2017,unarmed,0
Texas,nacogdoches county,2019,armed,0
Texas,nacogdoches county,2019,unarmed,0
Texas,nolan county,2019,armed,1
Texas,nolan county,2019,unarmed,0
Texas,nueces county,2017,armed,0
Texas,nueces county,2017,unarmed,1
Texas,nueces county,2019,armed,0
Texas,nueces county,2019,unarmed,0
Texas,parker county,2017,armed,0
Texas,parker county,2017,unarmed,0
Texas,parker county,2019,armed,0
Texas,parker county,2019,unarmed,0
Texas,pecos county,2017,armed,1
Texas,pecos county,2017,unarmed,0
Texas,potter county,2017,armed,1.209992722
Texas,potter county,2017,unarmed,0
Texas,potter county,2019,armed,0.604996361
Texas,potter county,2019,unarmed,0
Texas,randall county,2017,armed,0.790007278
Texas,randall county,2017,unarmed,0
Texas,randall county,2019,armed,0.395003639
Texas,randall county,2019,unarmed,0
Texas,rockwall county,2017,armed,0
Texas,rockwall county,2017,unarmed,0
Texas,rockwall county,2019,armed,0
Texas,rockwall county,2019,unarmed,0
Texas,san patricio county,2017,armed,0
Texas,san patricio county,2017,unarmed,0
Texas,san patricio county,2019,armed,0
Texas,san patricio county,2019,unarmed,0
Texas,scurry county,2019,armed,0
Texas,scurry county,2019,unarmed,1
Texas,tarrant county,2017,armed,4.999881616
Texas,tarrant county,2017,unarmed,0
Texas,tarrant county,2019,armed,5.999526464
Texas,tarrant county,2019,unarmed,1.999881616
Texas,taylor county,2017,armed,0
Texas,taylor county,2017,unarmed,0
Texas,travis county,2017,armed,2.990269838
Texas,travis county,2017,unarmed,0
Texas,travis county,2019,armed,2.990269838
Texas,travis county,2019,unarmed,0
Texas,upshur county,2017,armed,1
Texas,upshur county,2017,unarmed,0
Texas,walker county,2019,armed,0
Texas,walker county,2019,unarmed,0
Texas,waller county,2017,armed,0.01017735
Texas,waller county,2017,unarmed,0
Texas,waller county,2019,armed,0.01017735
Texas,waller county,2019,unarmed,0
Texas,ward county,2019,armed,1
Texas,ward county,2019,unarmed,0
Texas,webb county,2017,armed,1
Texas,webb county,2017,unarmed,0
Texas,wichita county,2017,armed,1
Texas,wichita county,2017,unarmed,0
Texas,williamson county,2017,armed,0.009730162
Texas,williamson county,2017,unarmed,0
Texas,williamson county,2019,armed,0.009730162
Texas,williamson county,2019,unarmed,0
Texas,winkler county,2019,armed,0
Texas,winkler county,2019,unarmed,0
Texas,wise county,2017,armed,0
Texas,wise county,2017,unarmed,0
Texas,wise county,2019,armed,0
Texas,wise county,2019,unarmed,0
Utah,carbon county,2019,armed,0
Utah,carbon county,2019,unarmed,0
Utah,davis county,2017,armed,0
Utah,davis county,2017,unarmed,0
Utah,davis county,2019,armed,0
Utah,davis county,2019,unarmed,0
Utah,emery county,2019,armed,1
Utah,emery county,2019,unarmed,0
Utah,iron county,2019,armed,1
Utah,iron county,2019,unarmed,0
Utah,salt lake county,2017,armed,1
Utah,salt lake county,2017,unarmed,0
Utah,salt lake county,2019,armed,2
Utah,salt lake county,2019,unarmed,1
Utah,tooele county,2017,armed,1
Utah,tooele county,2017,unarmed,0
Utah,weber county,2017,armed,2
Utah,weber county,2017,unarmed,0
Utah,weber county,2019,armed,0
Utah,weber county,2019,unarmed,0
Virginia,alexandria city,2017,armed,1
Virginia,alexandria city,2017,unarmed,0
Virginia,arlington county,2017,armed,0
Virginia,arlington county,2017,unarmed,0
Virginia,caroline county,2017,armed,1
Virginia,caroline county,2017,unarmed,0
Virginia,charlottesville city,2017,armed,1
Virginia,charlottesville city,2017,unarmed,0
Virginia,chesterfield county,2017,armed,0.961559608
Virginia,chesterfield county,2017,unarmed,0
Virginia,culpeper county,2017,armed,1
Virginia,culpeper county,2017,unarmed,0
Virginia,cumberland county,2019,armed,0.004780478
Virginia,cumberland county,2019,unarmed,0
Virginia,fairfax city,2017,armed,0
Virginia,fairfax city,2017,unarmed,0.652030545
Virginia,fairfax county,2017,armed,0
Virginia,fairfax county,2017,unarmed,0.347969455
Virginia,giles county,2017,armed,0
Virginia,giles county,2017,unarmed,0
Virginia,grayson county,2017,armed,1
Virginia,grayson county,2017,unarmed,0
Virginia,hampton city,2017,armed,0
Virginia,hampton city,2017,unarmed,0
Virginia,henry county,2017,armed,1
Virginia,henry county,2017,unarmed,0
Virginia,lexington city,2017,armed,1
Virginia,lexington city,2017,unarmed,0
Virginia,lynchburg city,2017,armed,0
Virginia,lynchburg city,2017,unarmed,0
Virginia,newport news city,2017,armed,1
Virginia,newport news city,2017,unarmed,0
Virginia,newport news city,2019,armed,1
Virginia,newport news city,2019,unarmed,0
Virginia,norfolk city,2017,armed,2
Virginia,norfolk city,2017,unarmed,0
Virginia,prince edward county,2019,armed,0.995219522
Virginia,prince edward county,2019,unarmed,0
Virginia,prince william county,2017,armed,0
Virginia,prince william county,2017,unarmed,0
Virginia,pulaski county,2017,armed,1
Virginia,pulaski county,2017,unarmed,0
Virginia,rappahannock county,2017,armed,0.026946715
Virginia,rappahannock county,2017,unarmed,0
Virginia,richmond city,2017,armed,1
Virginia,richmond city,2017,unarmed,0
Virginia,richmond city,2019,armed,0
Virginia,richmond city,2019,unarmed,0
Virginia,roanoke city,2017,armed,1
Virginia,roanoke city,2017,unarmed,0
Virginia,roanoke city,2019,armed,1
Virginia,roanoke city,2019,unarmed,0
Virginia,rockingham county,2019,armed,1
Virginia,rockingham county,2019,unarmed,0
Virginia,scott county,2019,armed,1
Virginia,scott county,2019,unarmed,0
Virginia,virginia beach city,2019,armed,0
Virginia,virginia beach city,2019,unarmed,0
Virginia,warren county,2017,armed,0.011493677
Virginia,warren county,2017,unarmed,0
Virginia,washington county,2017,armed,0
Virginia,washington county,2017,unarmed,0
Virginia,wythe county,2019,armed,0
Virginia,wythe county,2019,unarmed,0
Vermont,orange county,2019,armed,1
Vermont,orange county,2019,unarmed,0
Vermont,rutland county,2017,armed,0
Vermont,rutland county,2017,unarmed,0
Vermont,rutland county,2019,armed,1
Vermont,rutland county,2019,unarmed,0
Vermont,washington county,2019,armed,0
Vermont,washington county,2019,unarmed,0
Washington,benton county,2017,armed,1
Washington,benton county,2017,unarmed,0
Washington,chelan county,2017,armed,0
Washington,chelan county,2017,unarmed,0
Washington,clark county,2017,armed,1
Washington,clark county,2017,unarmed,0
Washington,clark county,2019,armed,2
Washington,clark county,2019,unarmed,0
Washington,cowlitz county,2017,armed,1
Washington,cowlitz county,2017,unarmed,0
Washington,cowlitz county,2019,armed,1
Washington,cowlitz county,2019,unarmed,0
Washington,franklin county,2019,armed,1
Washington,franklin county,2019,unarmed,0
Washington,grays harbor county,2019,armed,1
Washington,grays harbor county,2019,unarmed,0
Washington,island county,2017,armed,1
Washington,island county,2017,unarmed,0
Washington,king county,2017,armed,5
Washington,king county,2017,unarmed,0
Washington,king county,2019,armed,3
Washington,king county,2019,unarmed,1.986179694
Washington,kitsap county,2017,armed,2
Washington,kitsap county,2017,unarmed,0
Washington,kitsap county,2019,armed,0
Washington,kitsap county,2019,unarmed,0
Washington,kittitas county,2019,armed,1
Washington,kittitas county,2019,unarmed,0
Washington,lewis county,2019,armed,0
Washington,lewis county,2019,unarmed,0
Washington,pierce county,2017,armed,2
Washington,pierce county,2017,unarmed,0
Washington,pierce county,2019,armed,2
Washington,pierce county,2019,unarmed,0.013820306
Washington,snohomish county,2017,armed,0
Washington,snohomish county,2017,unarmed,0
Washington,snohomish county,2019,armed,0
Washington,snohomish county,2019,unarmed,0
Washington,spokane county,2017,armed,3
Washington,spokane county,2017,unarmed,0
Washington,spokane county,2019,armed,2
Washington,spokane county,2019,unarmed,1
Washington,thurston county,2017,armed,1
Washington,thurston county,2017,unarmed,0
Washington,whatcom county,2017,armed,0
Washington,whatcom county,2017,unarmed,0
Washington,yakima county,2017,armed,2
Washington,yakima county,2017,unarmed,0
Washington,yakima county,2019,armed,0
Washington,yakima county,2019,unarmed,0
Wisconsin,ashland county,2017,armed,0
Wisconsin,ashland county,2017,unarmed,0
Wisconsin,ashland county,2019,armed,1
Wisconsin,ashland county,2019,unarmed,0
Wisconsin,bayfield county,2019,armed,0
Wisconsin,bayfield county,2019,unarmed,0
Wisconsin,calumet county,2017,armed,0.032993798
Wisconsin,calumet county,2017,unarmed,0
Wisconsin,calumet county,2019,armed,0.032993798
Wisconsin,calumet county,2019,unarmed,0
Wisconsin,chippewa county,2017,armed,0.000953706
Wisconsin,chippewa county,2017,unarmed,0
Wisconsin,clark county,2019,armed,1
Wisconsin,clark county,2019,unarmed,0
Wisconsin,columbia county,2017,armed,1
Wisconsin,columbia county,2017,unarmed,0
Wisconsin,dane county,2019,armed,1
Wisconsin,dane county,2019,unarmed,0
Wisconsin,eau claire county,2017,armed,0.999046294
Wisconsin,eau claire county,2017,unarmed,0
Wisconsin,eau claire county,2019,armed,0
Wisconsin,eau claire county,2019,unarmed,1
Wisconsin,forest county,2017,armed,0
Wisconsin,forest county,2017,unarmed,1
Wisconsin,grant county,2017,armed,0
Wisconsin,grant county,2017,unarmed,0
Wisconsin,jackson county,2017,armed,2
Wisconsin,jackson county,2017,unarmed,0
Wisconsin,kewaunee county,2019,armed,1
Wisconsin,kewaunee county,2019,unarmed,0
Wisconsin,la crosse county,2017,armed,1
Wisconsin,la crosse county,2017,unarmed,0
Wisconsin,lincoln county,2017,armed,1
Wisconsin,lincoln county,2017,unarmed,0
Wisconsin,manitowoc county,2019,armed,1
Wisconsin,manitowoc county,2019,unarmed,0
Wisconsin,marathon county,2017,armed,2
Wisconsin,marathon county,2017,unarmed,0
Wisconsin,marinette county,2017,armed,1
Wisconsin,marinette county,2017,unarmed,0
Wisconsin,milwaukee county,2017,armed,4
Wisconsin,milwaukee county,2017,unarmed,0
Wisconsin,milwaukee county,2019,armed,2
Wisconsin,milwaukee county,2019,unarmed,0
Wisconsin,monroe county,2019,armed,1
Wisconsin,monroe county,2019,unarmed,0
Wisconsin,outagamie county,2017,armed,0.966397327
Wisconsin,outagamie county,2017,unarmed,0
Wisconsin,outagamie county,2019,armed,0.966397327
Wisconsin,outagamie county,2019,unarmed,0
Wisconsin,racine county,2019,armed,0
Wisconsin,racine county,2019,unarmed,0
Wisconsin,rock county,2019,armed,1
Wisconsin,rock county,2019,unarmed,0
Wisconsin,walworth county,2017,armed,0
Wisconsin,walworth county,2017,unarmed,0
Wisconsin,washington county,2017,armed,0
Wisconsin,washington county,2017,unarmed,0
Wisconsin,washington county,2019,armed,0
Wisconsin,washington county,2019,unarmed,0
Wisconsin,waukesha county,2017,armed,1
Wisconsin,waukesha county,2017,unarmed,0
Wisconsin,waukesha county,2019,armed,0
Wisconsin,waukesha county,2019,unarmed,0
Wisconsin,winnebago county,2017,armed,0.000608875
Wisconsin,winnebago county,2017,unarmed,1
Wisconsin,winnebago county,2019,armed,1.000608875
Wisconsin,winnebago county,2019,unarmed,0
Wisconsin,wood county,2019,armed,0
Wisconsin,wood county,2019,unarmed,0
West Virginia,berkeley county,2017,armed,1
West Virginia,berkeley county,2017,unarmed,0
West Virginia,braxton county,2017,armed,0
West Virginia,braxton county,2017,unarmed,0
West Virginia,cabell county,2019,armed,1.992509149
West Virginia,cabell county,2019,unarmed,0
West Virginia,fayette county,2019,armed,0
West Virginia,fayette county,2019,unarmed,0.677590361
West Virginia,harrison county,2017,armed,1
West Virginia,harrison county,2017,unarmed,0
West Virginia,harrison county,2019,armed,1
West Virginia,harrison county,2019,unarmed,0
West Virginia,kanawha county,2017,armed,2
West Virginia,kanawha county,2017,unarmed,0
West Virginia,kanawha county,2019,armed,2
West Virginia,kanawha county,2019,unarmed,0.322409639
West Virginia,marion county,2017,armed,0
West Virginia,marion county,2017,unarmed,0
West Virginia,mcdowell county,2019,armed,0
West Virginia,mcdowell county,2019,unarmed,0
West Virginia,mercer county,2017,armed,0
West Virginia,mercer county,2017,unarmed,0
West Virginia,monongalia county,2019,armed,1
West Virginia,monongalia county,2019,unarmed,0
West Virginia,nicholas county,2019,armed,1
West Virginia,nicholas county,2019,unarmed,0
West Virginia,pendleton county,2017,armed,0
West Virginia,pendleton county,2017,unarmed,0
West Virginia,pocahontas county,2019,armed,1
West Virginia,pocahontas county,2019,unarmed,0
West Virginia,putnam county,2019,armed,1
West Virginia,putnam county,2019,unarmed,0
West Virginia,randolph county,2017,armed,0
West Virginia,randolph county,2017,unarmed,0
West Virginia,roane county,2019,armed,1
West Virginia,roane county,2019,unarmed,0
West Virginia,taylor county,2017,armed,1
West Virginia,taylor county,2017,unarmed,0
West Virginia,wayne county,2019,armed,0.007490851
West Virginia,wayne county,2019,unarmed,0
Wyoming,fremont county,2019,armed,0
Wyoming,fremont county,2019,unarmed,0
Wyoming,laramie county,2017,armed,1
Wyoming,laramie county,2017,unarmed,0
